LGA_NAME,longitude,latitude,year,month,ch4,no2,co,isi,hotspots,nearest_landfill_distance_m,local_ch4_1km
,3.382938676718109,6.500321421923453,2023,1,,1.1136631917328595E-4,0.07116644437431054,,,5698.835062667379,
,3.394872806449673,6.454097770861189,2023,1,,1.0373467443150464E-4,0.07131477901060798,,,,
,3.371041598598168,6.435574518359382,2023,1,,9.677224134322172E-5,0.07093341726189091,,,7395.88484241789,
,3.3497221852755534,6.531854886045994,2023,1,1964.0217930777687,1.33920147201688E-4,0.07158970174910322,0.8262731395430216,1.0,1650.6672115471295,
,3.3463761052465557,6.492784061706699,2023,1,1964.021871338621,1.221060062637002E-4,0.07027827548113712,0.8143237868991523,1.0,3372.3690074604483,
,3.383099046548305,6.538037721960958,2023,1,,1.1905509867134933E-4,0.0721734339628869,,,5125.030468664236,
,3.3162607953007317,6.623873329476793,2023,1,1948.8635313441732,1.236347589242562E-4,0.0702155640166302,0.8077126364951884,0.8898385565052233,420.2295484014051,1948.4042496742964
,3.3133979427410822,6.538972605796185,2023,1,1965.833286875521,1.3356660795581978E-4,0.07058784060963505,0.8245932507660418,0.9863872294584272,335.1569808235823,1968.658066163801
,3.3371227201358193,6.4553012748114424,2023,1,,1.0332007158984787E-4,0.07091973893305913,,,7102.18461066376,
,3.9693518559495082,6.5539418200808415,2023,1,1931.3326133443788,4.544715301676671E-5,0.06696825784953983,0.6063922218868101,0.0,,
,3.278654592090297,6.436661639012505,2023,1,1964.0218325780488,8.336045039485943E-5,0.0716894926624746,0.7856833679786093,0.35966653433902357,4935.631859081984,
,3.900245777159659,6.455621083153778,2023,1,1947.6674214238096,4.764852507513602E-5,0.06784158873968073,0.6417630649604725,0.0,,
,3.543372794608459,6.452834182143238,2023,1,,7.44943079077191E-5,0.07064827174106113,,,,
,3.3996110853402786,6.601745300860871,2023,1,1937.2162880399676,1.083002789329735E-4,0.07097827703949885,0.7668552387304655,0.37321428571428567,86.31210655412,
,3.25563705346346,6.574022661066469,2023,1,1954.4432203178308,1.0126754430656399E-4,0.06980163444097372,0.7633350465495886,0.1552357207615594,460.1399614572668,1958.8677729332476
,3.309201460195535,6.663768960723279,2023,1,1946.2763123675034,9.58828075385726E-5,0.06835128147948645,0.7415662011134244,0.08046809024007721,950.5125159545624,1946.0974946578433
