LGA_NAME,longitude,latitude,year,month,ch4,no2,co,isi,hotspots,nearest_landfill_distance_m,local_ch4_1km
,3.382938676718109,6.500321421923453,2024,1,1938.316573718025,1.12377088672376E-4,0.0726553551797988,0.7756525775481636,0.867613200306984,5698.835062667379,1938.0656716942126
,3.394872806449673,6.454097770861189,2024,1,1954.678274404232,1.0164461800905919E-4,0.0722865531788837,0.7731926850865797,0.9969301611665388,,1955.478163572945
,3.371041598598168,6.435574518359382,2024,1,1953.9952525925291,9.617459512778569E-5,0.07199102883471832,0.7600265085719041,0.5133229652669776,7395.88484241789,1960.5727641478884
,3.3497221852755534,6.531854886045994,2024,1,1946.9872903237047,1.3463295386689582E-4,0.07264697424160313,0.8362101583116972,1.0,1650.6672115471295,1947.147286896149
,3.3463761052465557,6.492784061706699,2024,1,1942.1265713444525,1.2568323307620333E-4,0.07277297250876331,0.8088582937817106,1.0,3372.3690074604483,1941.2032035467112
,3.383099046548305,6.538037721960958,2024,1,1947.2080338230219,1.104421915754837E-4,0.07272502071259081,0.7897257200419742,0.9281391830559759,5125.030468664236,1948.1473060114238
,3.3162607953007317,6.623873329476793,2024,1,1955.3199908601214,1.158948538524607E-4,0.07152312796773415,0.8011419156897881,1.0,420.2295484014051,1955.4444387117505
,3.3133979427410822,6.538972605796185,2024,1,1946.5426642228358,1.3043624283811582E-4,0.07145022842943151,0.8206786649065769,1.0,335.1569808235823,1947.7312311983428
,3.3371227201358193,6.4553012748114424,2024,1,1951.4291720690992,1.0769484915402764E-4,0.07387182433804855,0.7894805089413728,1.0,7102.18461066376,1950.2812163725346
,3.9693518559495082,6.5539418200808415,2024,1,1922.6119410937313,3.761964959783871E-5,0.06767393730433033,0.5781256954055718,0.0,,1918.8678836839315
,3.278654592090297,6.436661639012505,2024,1,1949.9476254571866,8.155778073251395E-5,0.07121418061329314,0.7258405405626901,0.23967054197878182,4935.631859081984,1955.903849014629
,3.900245777159659,6.455621083153778,2024,1,1932.0385704362116,4.1375754686646695E-5,0.06927642025914411,0.6102066998132993,0.0,,1930.2718778525125
,3.543372794608459,6.452834182143238,2024,1,1954.3059896471284,6.783517478571771E-5,0.07065967390448849,0.7026908300434364,0.057582159113182485,,1955.0271631204491
,3.3996110853402786,6.601745300860871,2024,1,1948.8854513947765,9.597936896220943E-5,0.07063282716879297,0.7529286003235611,0.43517053723976445,86.31210655412,1943.258591440294
,3.25563705346346,6.574022661066469,2024,1,1953.5871997106465,9.20343367092601E-5,0.06993282701503883,0.7460889826075664,0.3651321362019314,460.1399614572668,1959.633802732357
,3.309201460195535,6.663768960723279,2024,1,1955.2144233783338,8.922597368233597E-5,0.07072469948093471,0.74595897444177,0.2634817227651104,950.5125159545624,1955.1538492975137
,3.5672581771737004,6.612005308838197,2024,1,1946.2606621715074,5.952424416203391E-5,0.07032325646345303,0.6783886830367154,0.0,7040.53952594867,1947.5250035586828
,3.3494185431302164,6.603234507251299,2024,1,1949.0278634685362,1.259120933559655E-4,0.07137004227467543,0.8139415477722479,0.9410035094375415,956.074971205803,1948.8058589204156
,3.157426608206033,6.455422412877074,2024,1,1943.5554188451079,6.093880256804837E-5,0.0699749062153396,0.6707726003874912,0.0,8789.271561366782,1949.7274383475574
,2.9146688563790497,6.440994144850871,2024,1,1934.340223434657,3.655267562895258E-5,0.06726829773629983,0.5977551997902842,0.0,,1937.8912307739101
,3.382938676718109,6.500321421923453,2024,2,1963.5715057601433,7.626706391974232E-5,0.07415788396420199,0.7350660296947851,0.5865310821181888,5698.835062667379,1960.7916507815683
,3.394872806449673,6.454097770861189,2024,2,1982.3629216891802,6.6399718974759E-5,0.07182892271453489,0.7061755204281489,0.0,,1982.6446864704383
,3.371041598598168,6.435574518359382,2024,2,1975.8708339480704,5.973676295106927E-5,0.07224381402537301,0.694948486399467,0.0627268014515293,7395.88484241789,1974.089527933957
,3.3497221852755534,6.531854886045994,2024,2,1978.2377299877162,8.742641846913932E-5,0.07428682700609489,0.7573020373264997,1.0,1650.6672115471295,1971.9418040119135
,3.3463761052465557,6.492784061706699,2024,2,1972.6630886922942,7.984173775696691E-5,0.0754614254901394,0.7474482074030165,0.9706853038245002,3372.3690074604483,1974.3277483239383
,3.383099046548305,6.538037721960958,2024,2,1970.5157288460944,7.944325308552855E-5,0.07476207163155553,0.7437594016866761,1.0,5125.030468664236,1969.340796565462
,3.3162607953007317,6.623873329476793,2024,2,1993.033168357418,9.905460703222427E-5,0.07482048854710564,0.782135993731154,1.0,420.2295484014051,1993.124039813759
,3.3133979427410822,6.538972605796185,2024,2,1985.7944498157246,8.293817703516253E-5,0.07387680679720718,0.7468664836678465,0.8029553116706118,335.1569808235823,1992.3354864196176
,3.3371227201358193,6.4553012748114424,2024,2,1982.3696569149924,6.840690410328316E-5,0.07131409167019945,0.7079332510488817,0.16341085271317832,7102.18461066376,1982.5298089929165
,3.9693518559495082,6.5539418200808415,2024,2,1956.7632319158054,3.478591338736067E-5,0.07378216582989379,0.647992032088391,0.0,,1956.7942069532883
,3.278654592090297,6.436661639012505,2024,2,1973.8669116099563,5.257502906523741E-5,0.07251960076854619,0.6821520647748365,0.05602820052198082,4935.631859081984,1978.8940748590273
,3.900245777159659,6.455621083153778,2024,2,1964.414381168155,3.138111098443822E-5,0.07324284619105514,0.6424581284539129,0.0,,1960.7428192952782
,3.543372794608459,6.452834182143238,2024,2,1975.311930756924,4.792215307976832E-5,0.07450892003322682,0.6813948464398091,0.0,,1972.4621876136089
,3.3996110853402786,6.601745300860871,2024,2,1989.2348451063351,8.485235695905013E-5,0.07432893117320526,0.7524723517531751,1.0,86.31210655412,1993.067740881195
,3.25563705346346,6.574022661066469,2024,2,1989.6619737071228,7.111667404295433E-5,0.07305253044787786,0.7204457430607911,0.3041885481958327,460.1399614572668,1992.8206804535957
,3.309201460195535,6.663768960723279,2024,2,1992.8208761569792,8.193624766619092E-5,0.07394115814267423,0.7451864182787362,0.7974423935335987,950.5125159545624,1993.8523810385393
