LGA_NAME,longitude,latitude,year,month,ch4,no2,co,isi,hotspots,nearest_landfill_distance_m,local_ch4_1km
,3.382938676718109,6.500321421923453,2021,1,,1.125562138221933E-4,0.07443447743480525,,,5698.835062667379,
,3.394872806449673,6.454097770861189,2021,1,,9.715233870045075E-5,0.07294858413301655,,,,
,3.371041598598168,6.435574518359382,2021,1,,8.638790033158408E-5,0.07129483222652053,,,7395.88484241789,
,3.3497221852755534,6.531854886045994,2021,1,,1.2321994800066109E-4,0.07353950409514914,,,1650.6672115471295,
,3.3463761052465557,6.492784061706699,2021,1,,1.0937957232483223E-4,0.07302292995993839,,,3372.3690074604483,
,3.383099046548305,6.538037721960958,2021,1,,1.2070323187083766E-4,0.07498432922422314,,,5125.030468664236,
,3.3162607953007317,6.623873329476793,2021,1,,1.0204702992115272E-4,0.07268626129202439,,,420.2295484014051,
,3.3133979427410822,6.538972605796185,2021,1,,1.070028504443984E-4,0.07189822901944598,,,335.1569808235823,
,3.3371227201358193,6.4553012748114424,2021,1,,9.543758839747473E-5,0.07150624449971464,,,7102.18461066376,
,3.9693518559495082,6.5539418200808415,2021,1,1884.8893205428046,3.844843361215085E-5,0.06918562967288967,0.506292055330921,0.0,,
,3.278654592090297,6.436661639012505,2021,1,,7.164606283655922E-5,0.06996715685592253,,,4935.631859081984,
,3.900245777159658,6.455621083153777,2021,1,,4.009707660636046E-5,0.07063874932539961,,,,
,3.543372794608459,6.452834182143238,2021,1,,6.820237319652407E-5,0.07140381642729661,,,,
,3.3996110853402786,6.601745300860871,2021,1,,1.0420398461074873E-4,0.07496200546720246,,,86.31210655412,
,3.25563705346346,6.574022661066469,2021,1,1921.0055014175098,7.682201854458518E-5,0.070539111788661,0.6510221196211483,0.4141498414817286,460.1399614572668,
,3.309201460195535,6.663768960723279,2021,1,1926.3500860722206,7.787478012099175E-5,0.07196307121536134,0.6438007695267247,0.0,950.5125159545624,
,3.5672581771737004,6.612005308838197,2021,1,,6.412038712736606E-5,0.0724247730579232,,,7040.53952594867,
,3.3494185431302164,6.603234507251299,2021,1,,1.2085850110722058E-4,0.07404175872469977,,,956.074971205803,
,3.157426608206033,6.455422412877074,2021,1,1903.2559718725836,5.444543653579827E-5,0.06899925862510375,0.5922085874840372,0.0,8789.271561366782,
,2.9146688563790497,6.440994144850871,2021,1,1898.6179172492136,3.5224863270704785E-5,0.06782402681925424,0.5219701093678317,0.0,,
,3.382938676718109,6.500321421923453,2021,2,,1.0658326206580492E-4,0.07537610004186704,,,5698.835062667379,
,3.394872806449673,6.454097770861189,2021,2,,8.447777073755337E-5,0.07447396290862773,,,,
,3.371041598598168,6.435574518359382,2021,2,,7.321196384327384E-5,0.07246867713990249,,,7395.88484241789,
,3.3497221852755534,6.531854886045994,2021,2,,1.248873015861242E-4,0.0768484665052527,,,1650.6672115471295,
,3.3463761052465557,6.492784061706699,2021,2,,9.780724832690761E-5,0.07427257824389089,,,3372.3690074604483,
