LGA_NAME,longitude,latitude,year,ch4,no2,co,isi,hotspots,nearest_landfill_distance_m,local_ch4_1km
,3.382938676718109,6.500321421923453,2022,,9.40560766665873E-5,0.05386721216776423,,,5698.835062667379,
,3.394872806449673,6.454097770861189,2022,,8.111261978080489E-5,0.05317321019712032,,,,
,3.371041598598168,6.435574518359382,2022,1960.7914314035909,6.633909286294276E-5,0.053516052551288745,0.6577601163506271,0.0,7395.88484241789,
,3.3497221852755534,6.531854886045994,2022,1970.145709935349,1.0284195838752906E-4,0.05445120294873463,0.6879636174633401,0.9883870967741936,1650.6672115471295,1976.689620613624
,3.3463761052465557,6.492784061706699,2022,1960.7913680468203,9.115015606817467E-5,0.053659038336440694,0.6644820305572342,0.3419732441471572,3372.3690074604483,1960.791333751018
,3.383099046548305,6.538037721960958,2022,,1.012135326068914E-4,0.055238856417420275,,,5125.030468664236,
,3.3162607953007317,6.623873329476793,2022,1955.9171784015582,1.0660018763791454E-4,0.05401958067292183,0.7101375065442304,1.0,420.2295484014051,1955.625784631707
,3.3133979427410822,6.538972605796185,2022,1965.0441618586253,9.278139996516115E-5,0.05409070050340378,0.6813235501700309,0.771560536079352,335.1569808235823,1969.5009201186967
,3.3371227201358193,6.4553012748114424,2022,1960.7914253067877,7.237476301481922E-5,0.05317058222456208,0.6575460317589134,0.0,7102.18461066376,
,3.9693518559495082,6.5539418200808415,2022,1913.999683775504,3.100314276103472E-5,0.05167283698745405,0.4794557009325399,0.0,,1924.29667961548
,3.278654592090297,6.436661639012505,2022,1958.6541479787645,5.314578424977567E-5,0.053407002280495317,0.6305293515131338,0.0026560424966799476,4935.631859081984,
,3.900245777159658,6.455621083153777,2022,1902.7389951715695,2.940733450860829E-5,0.05211852866341415,0.45846996536096013,0.0,,
,3.543372794608459,6.452834182143238,2022,,5.179838863565256E-5,0.05291930956598928,,,,
,3.3996110853402786,6.601745300860871,2022,1955.1433241875245,9.648454132905697E-5,0.05508631917370659,0.7218954954983647,0.9813333333333333,86.31210655412,
,3.25563705346346,6.574022661066469,2022,1953.6726081230995,7.515676016041947E-5,0.0535967603943064,0.6437305053207251,0.20758512620701344,460.1399614572668,1955.7837122072945
,3.309201460195535,6.663768960723279,2022,1952.6050742960335,9.036216628926647E-5,0.053604592814044824,0.6762078264874489,0.6567740378815297,950.5125159545624,1952.385291879192
,3.5672581771737004,6.612005308838197,2022,1939.0837166718486,5.720362361230706E-5,0.053734300000092064,0.5882589164878382,0.0,7040.53952594867,1943.1384868775626
,3.3494185431302164,6.603234507251299,2022,1956.540828198937,1.1343496093129595E-4,0.054846694240243535,0.724403752997805,1.0,956.074971205803,1957.9390555060256
,3.157426608206033,6.455422412877074,2022,1943.5053541194202,4.3828566687156654E-5,0.0524242321238037,0.5832520676338311,0.0,8789.271561366782,
,2.9146688563790497,6.440994144850871,2022,1931.01916972831,2.711582750165955E-5,0.051023098222981844,0.5117545344104661,0.0,,
